similarity,sentence1,sentence2
1,người lái xe kinh doanh vận tải cân thực hiện những công việc gì để thường xuyên rèn luyện nâng cao dạo đức nghề nghiệp,để thường xuyên nâng cao rèn luyện đạo đức nghề nghiệp người lái xe kinh doanh vận tải cân thực hiện những công việc gì 
0,người lái xe kinh doanh vận tải cân thực hiện những công việc gì để thường xuyên rèn luyện nâng cao dạo đức nghề nghiệp,tại sao tiếng Việt lại khó học hơn tiếng Anh 
0,người lái xe kinh doanh vận tải cân thực hiện những công việc gì để thường xuyên rèn luyện nâng cao dạo đức nghề nghiệp,những địa điểm nào ở Việt Nam được công nhận là di sản văn hóa thế giới 
1,Ngoài các phẩm chất của con người mới xã hội chủ nghĩa người lái xe cần phải có phẩm chất đạo đức nghề nghiệp gì dưới đây,hãy cho biết ngoài các phẩm chất của con người mới xã hội chủ nghĩa người lái xe cần phải có phẩm chất đạo đức nghề nghiệp gì dưới đây
1,Ngoài các phẩm chất của con người mới xã hội chủ nghĩa người lái xe cần phải có phẩm chất đạo đức nghề nghiệp gì dưới đây,Ngoài các phẩm chất của con người mới xã hội chủ nghĩa người lái xe cần phải có phẩm chất đạo đức nghề nghiệp gì ngoài những điều nêu ở đây 
0,Ngoài các phẩm chất của con người mới xã hội chủ nghĩa người lái xe cần phải có phẩm chất đạo đức nghề nghiệp gì dưới đây,người lao công cần phải làm những công việc gì 
0,Ngoài các phẩm chất của con người mới xã hội chủ nghĩa người lái xe cần phải có phẩm chất đạo đức nghề nghiệp gì dưới đây,tiêu chuẩn để đánh giá một người lao động tốt là gì 
1,người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách phải có những trách nhiệm gì theo quy định được ghi ở dưới đây,hãy cho biết người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách phải có những trách nhiệm gì theo quy định được ghi ở dưới đây
1,người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách phải có những trách nhiệm gì theo quy định được ghi ở dưới đây,những quy định gì mà người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách phải có trách nhiệm thực hiện 
0,người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách phải có những trách nhiệm gì theo quy định được ghi ở dưới đây,mỗi người cần phải có những phẩm chất đạo đức cơ bản nào 
0,người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách phải có những trách nhiệm gì theo quy định được ghi ở dưới đây,làm tình nguyện viên có những ưu nhược điểm gì 
1,Khái niệm về văn hóa giao thông được hiểu như thế nào là đúng,hãy cho biết khái niệm về văn hóa giao thông được hiểu như thế nào là đúng 
1,Khái niệm về văn hóa giao thông được hiểu như thế nào là đúng,nêu định nghĩa chính xác về khái niệm về văn hóa giao thông 
0,Khái niệm về văn hóa giao thông được hiểu như thế nào là đúng,là thanh niên nên hay không nên làm tình nguyện viên 
0,Khái niệm về văn hóa giao thông được hiểu như thế nào là đúng,đọc sách có lợi như thế nào 
1,Trên làn đường dành cho ô tô có vùng nước lớn có nhiều người đi xe trên làn dường bên cạnh người lái xe ô tô xử lí thế naoflaf có văn hóa giao thông,hãy cho biết trên làn đường dành cho ô tô có vùng nước lớn có nhiều người đi xe trên làn dường bên cạnh người lái xe ô tô xử lí thế nào là có văn hóa giao thông
1,Trên làn đường dành cho ô tô có vùng nước lớn có nhiều người đi xe trên làn dường bên cạnh người lái xe ô tô xử lí thế naoflaf có văn hóa giao thông,như thế nào là hành vi có văn hóa khi tên làn đường dành cho ô tô có vùng nước lớn có nhiều người đi xe trên làn dường bên cạnh người lái xe ô tô 
0,Trên làn đường dành cho ô tô có vùng nước lớn có nhiều người đi xe trên làn dường bên cạnh người lái xe ô tô xử lí thế naoflaf có văn hóa giao thông,nên làm gì để cải thiện chất lượng giấc ngủ 
0,Trên làn đường dành cho ô tô có vùng nước lớn có nhiều người đi xe trên làn dường bên cạnh người lái xe ô tô xử lí thế naoflaf có văn hóa giao thông,khi bị mất ngủ khó ngủ cần làm gì để khắc phục 
1,Người lái xe cố tình vi phạm luật giao thông đường bộ không phân biệt làn đường vạch phân làn phóng nhanh vượt ẩu vượt đèn đỏ đi vào đường cấm đường một chiều được coi là hành vi nào trong các hành vi sau,hãy cho biết người lái xe cố tình vi phạm luật giao thông đường bộ không phân biệt làn đường vạch phân làn phóng nhanh vượt ẩu vượt đèn đỏ đi vào đường cấm đường một chiều được coi là hành vi nào trong các hành vi sau
1,Người lái xe cố tình vi phạm luật giao thông đường bộ không phân biệt làn đường vạch phân làn phóng nhanh vượt ẩu vượt đèn đỏ đi vào đường cấm đường một chiều được coi là hành vi nào trong các hành vi sau,trong các hành vi sau người lái xe cố tình vi phạm luật giao thông đường bộ không phân biệt làn đường vạch phân làn phóng nhanh vượt ẩu vượt đèn đỏ đi vào đường cấm đường một chiều được coi là hành vi xấu hay tốt 
0,Người lái xe cố tình vi phạm luật giao thông đường bộ không phân biệt làn đường vạch phân làn phóng nhanh vượt ẩu vượt đèn đỏ đi vào đường cấm đường một chiều được coi là hành vi nào trong các hành vi sau,giấc ngủ trưa đem lại lợi ích gì cho con người 
0,Người lái xe cố tình vi phạm luật giao thông đường bộ không phân biệt làn đường vạch phân làn phóng nhanh vượt ẩu vượt đèn đỏ đi vào đường cấm đường một chiều được coi là hành vi nào trong các hành vi sau,loại axit nào gây bỏng da 
1,Khi sơ cứu người bị tai nạn giao thông đường bộ có vết thuong chảy máu ngoài đỏ sẫm trào trên bề mặt vết thương máu chảy ra số lượng ít bạn phải làm gì,hãy cho biết khi sơ cứu người bị tai nạn giao thông đường bộ có vết thuong chảy máu ngoài đỏ sẫm trào trên bề mặt vết thương máu chảy ra số lượng ít bạn phải làm gì
1,Khi sơ cứu người bị tai nạn giao thông đường bộ có vết thuong chảy máu ngoài đỏ sẫm trào trên bề mặt vết thương máu chảy ra số lượng ít bạn phải làm gì,phải làm gì để đảm bảo an toàn khi sơ cứu người bị tai nạn giao thông đường bộ có vết thuong chảy máu ngoài đỏ sẫm trào trên bề mặt vết 
0,Khi sơ cứu người bị tai nạn giao thông đường bộ có vết thuong chảy máu ngoài đỏ sẫm trào trên bề mặt vết thương máu chảy ra số lượng ít bạn phải làm gì,nắng buổi sáng có gây hại cho da không 
0,Khi sơ cứu người bị tai nạn giao thông đường bộ có vết thuong chảy máu ngoài đỏ sẫm trào trên bề mặt vết thương máu chảy ra số lượng ít bạn phải làm gì,huyết tương có màu đỏ hay màu vàng 
1,Khi sơ cứu người bị nạn giao thông đường bộ có vết thương chảy máu ngoài màu đỏ tươi phun thành tia và phun mạnh khi mạch đạp bạn phải làm gì,hãy cho biết khi sơ cứu người bị nạn giao thông đường bộ có vết thương chảy máu ngoài màu đỏ tươi phun thành tia và phun mạnh khi mạch đạp bạn phải làm gì
1,Khi sơ cứu người bị nạn giao thông đường bộ có vết thương chảy máu ngoài màu đỏ tươi phun thành tia và phun mạnh khi mạch đạp bạn phải làm gì,phải làm gì khi sơ cứu người bị nạn giao thông đường bộ có vết thương chảy máu ngoài màu đỏ tươi phun thành tia và phun mạnh khi mạch đạp 
0,Khi sơ cứu người bị nạn giao thông đường bộ có vết thương chảy máu ngoài màu đỏ tươi phun thành tia và phun mạnh khi mạch đạp bạn phải làm gì,cua và ghe khác nhau như thế nào 
0,Khi sơ cứu người bị nạn giao thông đường bộ có vết thương chảy máu ngoài màu đỏ tươi phun thành tia và phun mạnh khi mạch đạp bạn phải làm gì,tại sao mùa hè không có thuyết
1,Trong các hành vi dưới đây người lái xe có văn hóa giao thông phải đáp ứng các điều kiện nào,hãy cho biết trong các hành vi dưới đây người lái xe có văn hóa giao thông phải đáp ứng các điều kiện nào
1,Trong các hành vi dưới đây người lái xe có văn hóa giao thông phải đáp ứng các điều kiện nào,những điều kiện nào trong các hành vi dưới đây người lái xe có văn hóa giao thông phải đáp ứng 
0,Trong các hành vi dưới đây người lái xe có văn hóa giao thông phải đáp ứng các điều kiện nào,hãy nêu luật chơi môn golf
0,Trong các hành vi dưới đây người lái xe có văn hóa giao thông phải đáp ứng các điều kiện nào,sân golf thường được thiết kế như thế nào 
1,Trong các hành vi dưới đây người lái xe có văn hóa khi tham gia giao thông phải đáp ứng các điều kiện nào,Trong các hành vi dưới đây người lái xe có văn hóa khi tham gia giao thông phải đáp ứng các điều kiện gì để đảm bảo an toàn 
1,Trong các hành vi dưới đây người lái xe có văn hóa khi tham gia giao thông phải đáp ứng các điều kiện nào,trong các hành vi dưới đây những điều kiện nào người lái xe có văn hóa khi tham gia giao thông phải đáp ứng 
0,Trong các hành vi dưới đây người lái xe có văn hóa khi tham gia giao thông phải đáp ứng các điều kiện nào,nhiệt kế có đo được nhiệt độ không khí không 
0,Trong các hành vi dưới đây người lái xe có văn hóa khi tham gia giao thông phải đáp ứng các điều kiện nào,nhiệt độ không khí được đo bằng dụng cụ gì 
1,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,hãy cho biết trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào
1,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,Trong các hành vi dưới đây ứng xử của người lái xe mô tô có văn hóa giao thông phải được thể hiện như thế nào 
0,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,tại sao khi dùng lâu điện thoại bị nóng
0,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,khi nào có khói mà không có lửa 
1,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,hãy cho biết trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào
1,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,Trong các hành vi dưới đây ứng xử của người lái xe mô tô có là văn hóa giao thông 
0,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,màu đỏ được kết hợp bởi những màu sắc nào 
0,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,như thế nào là tiết kiệm đ
1,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,hãy cho biết trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào
1,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,Trong các hành vi dưới đây những ứng xử nào là của người lái xe mô tô có văn hóa giao thông 
0,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,ống khói ô tô xe máy để làm gì 
0,Trong các hành vi dưới đây người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào,tại sao cần phải có lò sưởi trong nhà 
1,Trong các hành vi dưới đây người lái xe ô tô có văn hóa giao thông phải ứng xử như thế nào,hãy cho biết trong các hành vi dưới đây người lái xe ô tô có văn hóa giao thông phải ứng xử như thế nào
1,Trong các hành vi dưới đây người lái xe ô tô có văn hóa giao thông phải ứng xử như thế nào,trong các hành vi dưới đây cách ứng xử như thế nào là cần có ở người lái xe ô tô để có văn hóa giao thông 
0,Trong các hành vi dưới đây người lái xe ô tô có văn hóa giao thông phải ứng xử như thế nào,trứng gà bổ dưỡng như thế nào 
0,Trong các hành vi dưới đây người lái xe ô tô có văn hóa giao thông phải ứng xử như thế nào,thời điểm nào trong ngày có ánh nắng độc hại nhất
1,Người có văn hóa giao thông khi điều khiển xe cơ giới tham gia giao thông đường bộ phải đảm bảo các điều kiện gì,hãy cho biết người có văn hóa giao thông khi điều khiển xe cơ giới tham gia giao thông đường bộ phải đảm bảo các điều kiện gì
1,Người có văn hóa giao thông khi điều khiển xe cơ giới tham gia giao thông đường bộ phải đảm bảo các điều kiện gì,các điều kiện nào ở người có văn hóa giao thông khi điều khiển xe cơ giới tham gia giao thông đường bộ phải đảm bảo 
0,Người có văn hóa giao thông khi điều khiển xe cơ giới tham gia giao thông đường bộ phải đảm bảo các điều kiện gì,tập thể dục tất cả các ngày trong tuần có tốt không 
0,Người có văn hóa giao thông khi điều khiển xe cơ giới tham gia giao thông đường bộ phải đảm bảo các điều kiện gì,tại sao tập yoga tốt cho sức khỏe 
1,Khi xảy ra tai nạn giao thông người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì dưới đây,hãy cho biết khi xảy ra tai nạn giao thông người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì dưới đây
1,Khi xảy ra tai nạn giao thông người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì dưới đây,Khi xảy ra tai nạn giao thông những công việc gì người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện 
0,Khi xảy ra tai nạn giao thông người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì dưới đây,lò vi sóng hoạt động theo cơ chế như thế nào 
0,Khi xảy ra tai nạn giao thông người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì dưới đây,hãy nêu nguyên lý hoạt động của động cơ điezel
1,Khi xảy ra tai nạn giao thông có người bị thương nghiệm trọng người lái xe và người có mặt tai nạn hiện trường tai nạn phải thực hiện các công việc gì,hãy cho biết khi xảy ra tai nạn giao thông có người bị thương nghiệm trọng người lái xe và người có mặt tai nạn hiện trường tai nạn phải thực hiện các công việc gì
1,Khi xảy ra tai nạn giao thông có người bị thương nghiệm trọng người lái xe và người có mặt tai nạn hiện trường tai nạn phải thực hiện các công việc gì,Khi xảy ra tai nạn giao thông các công việc gì phải thực hiện nếu có người bị thương nghiệm trọng người lái xe và người có mặt tai nạn hiện trường tai nạn 
0,Khi xảy ra tai nạn giao thông có người bị thương nghiệm trọng người lái xe và người có mặt tai nạn hiện trường tai nạn phải thực hiện các công việc gì,sơ cứu cho người bị thương như thế nào là đúng 
0,Khi xảy ra tai nạn giao thông có người bị thương nghiệm trọng người lái xe và người có mặt tai nạn hiện trường tai nạn phải thực hiện các công việc gì,khi bị gãy tay cần bó bột như thế nào 
1,Khi sơ cứu ban đầu cho người bị tai nạn giao thông đường bộ không còn hô hấp người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì,hãy cho biết khi sơ cứu ban đầu cho người bị tai nạn giao thông đường bộ không còn hô hấp người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì
1,Khi sơ cứu ban đầu cho người bị tai nạn giao thông đường bộ không còn hô hấp người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì,cần phải làm gì khi sơ cứu ban đầu cho người bị tai nạn giao thông đường bộ không còn hô hấp người lái xe và người có mặt tại hiện trường vụ tai nạn 
0,Khi sơ cứu ban đầu cho người bị tai nạn giao thông đường bộ không còn hô hấp người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì,sơ cứu tại chỗ cho người bị đuối nước như thế nào
0,Khi sơ cứu ban đầu cho người bị tai nạn giao thông đường bộ không còn hô hấp người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì,sợi tơ được dệt như thế nào 
1,Khi vào số để tiến hoặc lùi xe ô tô có số tự động người lái xe phải thực hiện các thao tác nào để đảm bảo an toàn,hãy cho biết khi vào số để tiến hoặc lùi xe ô tô có số tự động người lái xe phải thực hiện các thao tác nào để đảm bảo an toàn
1,Khi vào số để tiến hoặc lùi xe ô tô có số tự động người lái xe phải thực hiện các thao tác nào để đảm bảo an toàn,Khi vào số để tiến hoặc lùi xe ô tô có số tự động các thao tác đảm bảo an toàn mà người lái xe phải thực hiện là gì 
0,Khi vào số để tiến hoặc lùi xe ô tô có số tự động người lái xe phải thực hiện các thao tác nào để đảm bảo an toàn,thuốc lá ảnh hưởng đến phổi như thế nào 
0,Khi vào số để tiến hoặc lùi xe ô tô có số tự động người lái xe phải thực hiện các thao tác nào để đảm bảo an toàn,thuốc lào có gây hại cho phổi không 
1,Khi nhả phanh tay người lái xe cần phải thực hiện các thao tác nào,hãy cho biết khi nhả phanh tay người lái xe cần phải thực hiện các thao tác nào
1,Khi nhả phanh tay người lái xe cần phải thực hiện các thao tác nào,Khi nhả phanh tay các thao tác nào mà người lái xe cần phải thực hiện 
0,Khi nhả phanh tay người lái xe cần phải thực hiện các thao tác nào,hãy nêu nguyên lý hoạt động của quạt máy hơi nước 
0,Khi nhả phanh tay người lái xe cần phải thực hiện các thao tác nào,quạt máy hơi nước được sản xuất từ những vật liệu gì 
1,Khi khởi hành ô tô trên đường bằng người lái xe cần thực hiện các thao tác nào theo trình tự dưới đây,hãy cho biết khi khởi hành ô tô trên đường bằng người lái xe cần thực hiện các thao tác nào theo trình tự dưới đây
1,Khi khởi hành ô tô trên đường bằng người lái xe cần thực hiện các thao tác nào theo trình tự dưới đây,Khi khởi hành ô tô trên đường bằng các thao tác nào mà người lái xe cần thực hiện 
0,Khi khởi hành ô tô trên đường bằng người lái xe cần thực hiện các thao tác nào theo trình tự dưới đây,luật bản quyền về sở hữu trí tuệ quy định như thế nào 
0,Khi khởi hành ô tô trên đường bằng người lái xe cần thực hiện các thao tác nào theo trình tự dưới đây,sản phẩm lưu hành trên thị trường mà không có đăng ký sở hữu trí tuệ thì sao 
1,Khi quay đầu xe người lái xe cần phải quan sát và thực hiện các thao tác nào,hãy cho biết khi quay đầu xe người lái xe cần phải quan sát và thực hiện các thao tác nào
1,Khi quay đầu xe người lái xe cần phải quan sát và thực hiện các thao tác nào,Khi quay đầu xe các thao tác nào mà người lái xe cần phải quan sát và thực hiện
0,Khi quay đầu xe người lái xe cần phải quan sát và thực hiện các thao tác nào,công suất tối đa của máy giặt là bao nhiêu 
0,Khi quay đầu xe người lái xe cần phải quan sát và thực hiện các thao tác nào,máy điều hoà cần phải được sản xuất như thế nào để giảm tải điện năng 
1,Khi tránh nhau trên đường hẹp người lái xe cần phải chú ý những điểm nào,hãy cho biết khi tránh nhau trên đường hẹp người lái xe cần phải chú ý những điểm nào
1,Khi tránh nhau trên đường hẹp người lái xe cần phải chú ý những điểm nào,Khi tránh nhau trên đường hẹp những điểm nào người lái xe cần phải chú ý 
0,Khi tránh nhau trên đường hẹp người lái xe cần phải chú ý những điểm nào,ai nên thực hiện phẫu thuật chỉnh hình 
0,Khi tránh nhau trên đường hẹp người lái xe cần phải chú ý những điểm nào,tại sao bệnh gan lại gây vàng da
1,Khi điều khiển ô tô lên dốc cao người lái xe cần thực hiện các thao tác nào,hãy cho biết khi điều khiển ô tô lên dốc cao người lái xe cần thực hiện các thao tác nào
1,Khi điều khiển ô tô lên dốc cao người lái xe cần thực hiện các thao tác nào,Khi điều khiển ô tô lên dốc cao các thao tác nào người lái xe cần thực hiện 
0,Khi điều khiển ô tô lên dốc cao người lái xe cần thực hiện các thao tác nào,tại sao gạo nếp khi nấu lại dẻo hơn gạo tẻ
0,Khi điều khiển ô tô lên dốc cao người lái xe cần thực hiện các thao tác nào,cách ngân hàng hoạt động là gì 
1,Khi điều khiển ô tô xuống dốc cao người lái xe cần thực hiện các thao tác nào dưới đây,hãy cho biết khi điều khiển ô tô xuống dốc cao người lái xe cần thực hiện các thao tác nào dưới đây
1,Khi điều khiển ô tô xuống dốc cao người lái xe cần thực hiện các thao tác nào dưới đây,Khi điều khiển ô tô xuống dốc cao các thao tác mà người lái xe cần thực hiện là gì 
0,Khi điều khiển ô tô xuống dốc cao người lái xe cần thực hiện các thao tác nào dưới đây,thức ăn của mèo phải gồm những chất dinh dưỡng gì để đảm bảo đủ chất cho mèo 
0,Khi điều khiển ô tô xuống dốc cao người lái xe cần thực hiện các thao tác nào dưới đây,có cần phải tẩy giun cho mèo theo định kì không 
1,Khi xuống dốc muốn dừng xe người lái xe cần thực hiện các thao tác nào,hãy cho biết khi xuống dốc muốn dừng xe người lái xe cần thực hiện các thao tác nào
1,Khi xuống dốc muốn dừng xe người lái xe cần thực hiện các thao tác nào,Khi xuống dốc muốn dừng xe các thao tác mà người lái xe cần thực hiện là gì 
0,Khi xuống dốc muốn dừng xe người lái xe cần thực hiện các thao tác nào,bộ nhớ ram của máy tính thường là bao nhiêu
0,Khi xuống dốc muốn dừng xe người lái xe cần thực hiện các thao tác nào,không tập thể thao thường xuyên sẽ gây ra những bệnh gì
1,Khi điều khiển xe trên đường vòng người lái xe cần phải làm gì,hãy cho biết khi điều khiển xe trên đường vòng thì những thao tác nào người lái xe cần phải thực hiện 
1,Khi điều khiển xe trên đường vòng người lái xe cần phải làm gì,Khi điều khiển xe trên đường vòng người lái xe cần phải làm gì để đảm bảo an toàn giao thông 
0,Khi điều khiển xe trên đường vòng người lái xe cần phải làm gì,một ngày ngủ bao lâu là hợp lí
0,Khi điều khiển xe trên đường vòng người lái xe cần phải làm gì,bữa sáng nên ăn gì để đảm bảo đủ chất dinh dưỡng 
1,Khi điều khiển xe ô tô rẽ phải ở chỗ đường giao nhau người lái xe cần thực hiện các thao tác nào,hãy cho biết khi điều khiển xe ô tô rẽ phải ở chỗ đường giao nhau các thao tác nào người lái xe cần thực hiện 
1,Khi điều khiển xe ô tô rẽ phải ở chỗ đường giao nhau người lái xe cần thực hiện các thao tác nào,Khi điều khiển xe ô tô rẽ phải ở chỗ đường giao nhau người lái xe cần thực hiện các thao tác gì để đảm bảo an toàn giao thông 
0,Khi điều khiển xe ô tô rẽ phải ở chỗ đường giao nhau người lái xe cần thực hiện các thao tác nào,nên uống nước vào những thời điểm nào trong ngày
0,Khi điều khiển xe ô tô rẽ phải ở chỗ đường giao nhau người lái xe cần thực hiện các thao tác nào,đi xe đạp có ích như thế nào cho sức khỏe và môi trường 
1,Khi điều khiển xe ô tô rẽ trái ở chỗ đường giao nhau người lái xe cần thực hiện các thao tác nào,hãy cho biết khi điều khiển xe ô tô rẽ trái ở chỗ đường giao nhau người lái xe cần thực hiện các thao tác nào
1,Khi điều khiển xe ô tô rẽ trái ở chỗ đường giao nhau người lái xe cần thực hiện các thao tác nào,Khi điều khiển xe ô tô rẽ trái ở chỗ đường giao nhau các thao tác mà người lái xe cần thực hiện là gì
0,Khi điều khiển xe ô tô rẽ trái ở chỗ đường giao nhau người lái xe cần thực hiện các thao tác nào,ngủ ngày quá nhiều có tốt cho sức khỏe không 
0,Khi điều khiển xe ô tô rẽ trái ở chỗ đường giao nhau người lái xe cần thực hiện các thao tác nào,thời gian đi học của học sinh được quy định như thế nào 
1,Khi điều khiển xe vượt qua rãnh lớn cắt ngang mặt đường người lái xe cần thực hiện các thao tác nào,hãy cho biết khi điều khiển xe vượt qua rãnh lớn cắt ngang mặt đường người lái xe cần thực hiện các thao tác nào
1,Khi điều khiển xe vượt qua rãnh lớn cắt ngang mặt đường người lái xe cần thực hiện các thao tác nào,Khi điều khiển xe vượt qua rãnh lớn cắt ngang mặt đường các thao tác mà người lái xe cần thực hiện là gì 
0,Khi điều khiển xe vượt qua rãnh lớn cắt ngang mặt đường người lái xe cần thực hiện các thao tác nào,vải may được phân loại như thế nào 
0,Khi điều khiển xe vượt qua rãnh lớn cắt ngang mặt đường người lái xe cần thực hiện các thao tác nào,có bao nhiêu loại đàn guitar 
1,Khi điều khiển xe qua đường sắt người lái xe cần phải thực hiện các thao tác nào dưới đây,hãy cho biết khi điều khiển xe qua đường sắt người lái xe cần phải thực hiện các thao tác nào dưới đây
1,Khi điều khiển xe qua đường sắt người lái xe cần phải thực hiện các thao tác nào dưới đây,Khi điều khiển xe qua đường sắt các thao tác mà người lái xe cần phải thực hiện là gì 
0,Khi điều khiển xe qua đường sắt người lái xe cần phải thực hiện các thao tác nào dưới đây,tại sao trẻ em thích chơi cầu trượt 
0,Khi điều khiển xe qua đường sắt người lái xe cần phải thực hiện các thao tác nào dưới đây,quần áo trẻ em khác với quần áo người lớn như thế nào 
1,Khi điều khiển xe ô tô tự đổ người lái xe cần chú ý nững điểm gì,hãy cho biết khi điều khiển xe ô tô tự đổ người lái xe cần chú ý nững điểm gì
1,Khi điều khiển xe ô tô tự đổ người lái xe cần chú ý nững điểm gì,Khi điều khiển xe ô tô tự đổ những điểm nào người lái xe cần chú ý
0,Khi điều khiển xe ô tô tự đổ người lái xe cần chú ý nững điểm gì,các công ty sản xuất cùng một loại sản phẩm thì cạnh tranh như thế nào 
0,Khi điều khiển xe ô tô tự đổ người lái xe cần chú ý nững điểm gì,khái niệm về lao động và sản xuất là gì 
1,Khi điều khiển tăng số người lái xe ô tô cần chú ý những điểm gì,hãy cho biết khi điều khiển tăng số người lái xe ô tô cần chú ý những điểm gì
1,Khi điều khiển tăng số người lái xe ô tô cần chú ý những điểm gì,Khi điều khiển tăng số những điểm gì mà người lái xe ô tô cần chú ý 
0,Khi điều khiển tăng số người lái xe ô tô cần chú ý những điểm gì,mùa đông chim én bay đi đâu để tránh rét
0,Khi điều khiển tăng số người lái xe ô tô cần chú ý những điểm gì,tại sao chim én phải đi tránh rét vào mùa đông 
1,Khi điều khiển xe giảm số người lái xe cần chú ý những điểm gì,hãy cho biết khi điều khiển xe giảm số người lái xe cần chú ý những điểm gì
1,Khi điều khiển xe giảm số người lái xe cần chú ý những điểm gì,Khi điều khiển xe giảm số những điểm nào người lái xe cần chú ý 
0,Khi điều khiển xe giảm số người lái xe cần chú ý những điểm gì,tại sao không được cho tay vào ổ điện 
0,Khi điều khiển xe giảm số người lái xe cần chú ý những điểm gì,đứng gần cột điện thì có bị sao không 
1,Để giảm tốc độ khi ô tô đi xuống đường dốc dài người lái xe phải thực hiện các thao tác nào,hãy cho biết để giảm tốc độ khi ô tô đi xuống đường dốc dài người lái xe phải thực hiện các thao tác nào
1,Để giảm tốc độ khi ô tô đi xuống đường dốc dài người lái xe phải thực hiện các thao tác nào,Để giảm tốc độ khi ô tô đi xuống đường dốc dài các thao tác nào mà người lái xe phải thực hiện 
0,Để giảm tốc độ khi ô tô đi xuống đường dốc dài người lái xe phải thực hiện các thao tác nào,hãy nêu khái niệm về từ trường 
0,Để giảm tốc độ khi ô tô đi xuống đường dốc dài người lái xe phải thực hiện các thao tác nào,đường sức từ có hình dạng như thế nào 
1,Khi điều khiển ô tô qua đoạn đường ngập nước người lái xe cần thực hiện các thao tác nào,hãy cho biết khi điều khiển ô tô qua đoạn đường ngập nước người lái xe cần thực hiện các thao tác nào
1,Khi điều khiển ô tô qua đoạn đường ngập nước người lái xe cần thực hiện các thao tác nào,Khi điều khiển ô tô qua đoạn đường ngập nước các thao tác nào người lái xe cần thực hiện 
0,Khi điều khiển ô tô qua đoạn đường ngập nước người lái xe cần thực hiện các thao tác nào,từ bao nhiêu tuổi thì thanh niên nam phải thực hiện nghĩa vụ quân sự 
0,Khi điều khiển ô tô qua đoạn đường ngập nước người lái xe cần thực hiện các thao tác nào,những trường hợp nào được miễn thực hiện nghĩa vụ quân sự 
1,Khi điều khiển ô tô tới gần xe chạy ngược chiều vào ban đêm người lái xe cần thực hiện các thao tác nào,Khi điều khiển ô tô tới gần xe chạy ngược chiều vào ban đêm các thao tác nào người lái xe cần thực hiện 
1,Khi điều khiển ô tô tới gần xe chạy ngược chiều vào ban đêm người lái xe cần thực hiện các thao tác nào,hãy cho biết khi điều khiển ô tô tới gần xe chạy ngược chiều vào ban đêm người lái xe cần thực hiện các thao tác nào
0,Khi điều khiển ô tô tới gần xe chạy ngược chiều vào ban đêm người lái xe cần thực hiện các thao tác nào,các trường hợp nào không cần thực hiện nghĩa vụ quân sự 
0,Khi điều khiển ô tô tới gần xe chạy ngược chiều vào ban đêm người lái xe cần thực hiện các thao tác nào,sử dụng thuốc an thần quá liều lượng có thể gây tử vong không 
1,Khi điều khiển xe ô tô trên đường trơn cần chú ý những điểm gì,hãy cho biết khi điều khiển xe ô tô trên đường trơn cần chú ý những điểm gì
